연기자,2
제조업 경리,2
고등학교 교사,2
소프트웨어 엔지니어,2
매장점주,2
생산직사원,2
문화재 연구원,2
전기배선공,2
편집인,2
APT 경비원,2
커피숍 운영,2
건설업 사무직,2
의류회사 사무직,2
연구원(동일),2
건물관리사,2
공군,2
상선 항해사,2
마케팅관련 사무원,2
사무직(재무),2
화장품연구원,2
회사원(구체적 거절),2
아이돌보미,2
컴퓨터 수리,2
SI,2
외판원,2
상장회사 임원,2
음악학원 운영,2
요리학원 강사,2
육묘사,2
정육점판매원,2
영화감독,2
전자제품 판매원,2
타일공,2
건축설계사무소근무,2
보건행정직,2
선반기능사,2
승무원,2
사무직 근로자,2
웹 엔지니어,2
기간제 영어교사,2
노점상,2
사무직(경리사무원),2
박사 후 연구원,2
동종업계근무,2
화훼,2
반도체,2
도배 장판 시공,2
토목공사,2
식당운영(자영업),2
리사무장,2
계약직 공무원,2
가전제품 수리원,2
연구자,2
공예강사,2
행사기획,2
건설현장관리원,2
해당없다,2
식품제조,2
잠수사,2
포장실,2
부두하역원,2
경영기획,2
기계조립기사,2
군무원,2
전산사무직,2
의상디자이너,2
보험사무원,2
자동차 정비공,2
어린이집조리사,2
웹마스터,2
총무과 직원,2
특수학교 교사,2
부선장,2
학생졸업후 계속,2
섬유자영업,2
수산업,2
농업(농사),2
보안업체,2
신발조립원,2
무역회사 회사원,2
배달기사,2
동일 직업,2
자영업(의류판매업),2
위험관리원,2
연극조연출,2
상품 판매원,2
증권사 근무,2
평론가,2
기획사무원,2
택시 기사,2
콜센터 상담원,2
자동차 부품 제조업체,2
정보통신,2
컴퓨터A/S,2
회로설계,2
구두 판매원,2
설치기사,2
박물관연구원,2
오토바이 배달원,2
무역,2
단순노동,2
.,2
전문의,2
자동차영업원,2
마트판매사원,2
기획 사무원,2
소방공무원,2
식당(자영업),2
댄서,2
컴퓨터수리원,2
생산직직원,2
레지던스,2
아파트경비원,2
유통자영업,2
단순 제조원,2
마취의사,2
리서처,2
고객상담사,2
수학강사,2
요리강사,2
양복 제조업,2
마케팅 영업,2
검사,2
슈퍼마켓 운영,2
체육관운영,2
공장생산직,2
행정사무직,2
건설회사 관리자,2
생활지도원,2
유치원원장,2
미술학원 교사,2
코디네이터,2
안전관리기사,2
대학교 행정조교,2
DBA,2
학생(대학원),2
데이터 분석가,2
외항선선장,2
학습지 선생님,2
야간보호교사,2
건설회사 사원,2
샷시,2
냉동 정비,2
출판사 대표,2
금융계,2
생산관리자,2
컴퓨터학원강사,2
공연제작,2
여행사 관리자,2
호텔근무,2
증권업,2
부동산,2
건설회사 현장직,2
기술영업직,2
어린이집원장,2
재경팀직원,2
편의점 알바,2
마트 캐셔,2
영어 강사,2
시각 디자이너,2
프로듀서,2
의류 판매,2
부주방장,2
유통업체 영업직,2
토목견적원,2
대학교 강사,2
사회단체 활동가,2
미술학원운영,2
중앙고속집배원(T&S합병),2
회사사무원,2
제조 생산직,2
서비스종사자,2
조경업,2
제품디자인,2
자영업 판매,2
중소기업 경리직,2
지도자,2
의류회사 사무원,2
영상그래픽 디자이너,2
공작 기계조작원,2
현장관리직,2
곡물기계조작원,2
여행사 사무원,2
일반행정공무원,2
운전업,2
타일,2
여행사운영,2
학예보조원,2
방문교사,2
공기업 사무직,2
판매직(영업사원),2
샤시,2
공공기관근무,2
전자회사 직원,2
카페 서빙,2
사무업무,2
방재기사,2
공익법무관,2
책영업,2
사진관,2
보조교사,2
공공기관 연구원,2
NGO,2
임업,2
사무직 직장인,2
지휘자,2
관광회사,2
행정업무,2
부군수,2
사회교사,2
전자부품 생산직,2
첫직업,2
베이비시터,2
조명기사,2
전산직 사무원,2
체대입시학원강사,2
음식업,2
사회단체활동가,2
매니져,2
학습매니저,2
투자심사역,2
대학전임강사,2
공연기획,2
수술실 간호사,2
현대자동차 자동차 조립원,2
광고 디자이너,2
출판사,2
통신사,2
간판제작원,2
기계회사 생산직,2
도자기 제작 업무,2
영업관리사무원,2
사진기사,2
생산관리 사무직,2
IT기획자,2
화물차운전기사,2
항공정비,2
"회사원,생산직",2
소형마트 계산원,2
사업준비,2
교육서비스업,2
현장관리,2
부사관,2
섬유기계조작원,2
전기공사(내선공사),2
신문사 기자,2
보일러 설비기사,2
항공 관련업,2
생수배달업,2
건설현장 노가다,2
패스트푸드 매니저,2
섬유 생산직,2
화물차 운전원,2
공기업 직원,2
가전제품A/S기사,2
대학연구원,2
카페운영,2
잡지사 근무,2
공장근로자,2
마트운영,2
미술치료사,2
건설회사 운영자,2
웅진코웨이 코디,2
자동차 부품 생산직,2
기계수리,2
총무과 사무직,2
컨설팅 사무원,2
화물차운전,2
음식점운영,2
행정직 사무원,2
가구점운영,2
중장비 기사,2
세차장직원,2
중국어 강사,2
식당자영업,2
준공무원,2
웨딩홀직원,2
가전기사,2
일반기계 조립원,2
자동차판매,2
주류배달,2
매장영업,2
택시 운전기사,2
철도 기관사,2
건설회사원,2
판매영업,2
서빙알바,2
노가대,2
애견미용사,2
에널리스트,2
레크레이션 강사,2
건물청소원,2
가죽제품 보조원,2
휴대폰매장 판매원,2
귀금속가공원,2
인턴연구원,2
행정관리자,2
검찰공무원,2
미생물 연구원,2
건축구조설계,2
상선항해사,2
미술작가,2
심리학강사,2
식당 써빙,2
배달(오토바이),2
경영지원부 사무원,2
사진편집디자이너,2
전기회사,2
세일즈맨,2
한식당운영,2
증권사 사무원,2
